Source,Day,Mon,Yr,BluePopulation,LengthFT,Sex,Pregnant,Latitude,Longitude,Maturity,OriginalAge,Age,MinAge,AccurateAge,TotalCorpora,MarkNo,Length
Maeda,4,3,1961,Pygmy,72,Female,No,-48,48,Unknown,49,49,No,Yes,NA,NA,21.945600000000002
Maeda,4,3,1961,Pygmy,70,Female,No,-48,48,Unknown,10,10,No,Yes,NA,NA,21.336000000000002
Maeda,4,3,1961,Pygmy,70,Male,No,-48,48,Unknown,20,20,No,Yes,NA,NA,21.336000000000002
Maeda,4,3,1961,Pygmy,72,Male,No,-48,48,Unknown,43,43,No,Yes,NA,NA,21.945600000000002
Maeda,4,3,1961,Pygmy,72,Male,No,-48,48,Unknown,31,31,No,Yes,NA,NA,21.945600000000002
Maeda,5,3,1961,Pygmy,71,Female,Yes,-48,48,Mature,14,14,No,Yes,NA,NA,21.640800000000002
Maeda,5,3,1961,Pygmy,75,Male,No,-48,48,Unknown,50,50,No,Yes,NA,NA,22.86
Maeda,5,3,1961,Pygmy,76,Female,Yes,-48,48,Mature,50,50,No,Yes,NA,NA,23.1648
Maeda,5,3,1961,Pygmy,72,Male,No,-48,48,Unknown,12,12,No,Yes,NA,NA,21.945600000000002
Maeda,5,3,1961,Pygmy,76,Male,No,-48,48,Unknown,40,40,No,Yes,NA,NA,23.1648
Maeda,5,3,1961,Pygmy,72,Female,No,-48,48,Unknown,21,21,No,Yes,NA,NA,21.945600000000002
Maeda,6,3,1961,Pygmy,72,Female,Yes,-47,48,Mature,25,25,No,Yes,NA,NA,21.945600000000002
Maeda,7,3,1961,Pygmy,73,Male,No,-48,48,Unknown,35,35,No,Yes,NA,NA,22.250400000000003
Maeda,7,3,1961,Pygmy,72,Female,No,-48,48,Unknown,29,29,No,Yes,NA,NA,21.945600000000002
Maeda,8,3,1961,Pygmy,70,Male,No,-48,47,Unknown,29,29,No,Yes,NA,NA,21.336000000000002
Maeda,8,3,1961,Pygmy,72,Female,No,-48,47,Unknown,27,27,No,Yes,NA,NA,21.945600000000002
Maeda,8,3,1961,Pygmy,72,Male,No,-48,47,Unknown,17,17,No,Yes,NA,NA,21.945600000000002
Maeda,10,3,1961,Pygmy,72,Male,No,-48,47,Unknown,51,51,No,Yes,NA,NA,21.945600000000002
Maeda,10,3,1961,Pygmy,72,Male,No,-48,47,Unknown,34,34,No,Yes,NA,NA,21.945600000000002
Maeda,10,3,1961,Pygmy,70,Male,No,-48,47,Unknown,41,41,No,Yes,NA,NA,21.336000000000002
Maeda,10,3,1961,Pygmy,70,Female,No,-48,47,Unknown,15,15,No,Yes,NA,NA,21.336000000000002
Maeda,10,3,1961,Pygmy,70,Female,Yes,-48,47,Mature,25,25,No,Yes,NA,NA,21.336000000000002
Maeda,10,3,1961,Pygmy,76,Female,Yes,-48,47,Mature,24,24,No,Yes,NA,NA,23.1648
Maeda,11,3,1961,Pygmy,74,Female,Yes,-48,48,Mature,15,15,No,Yes,NA,NA,22.555200000000003
Maeda,11,3,1961,Pygmy,74,Female,No,-48,48,Unknown,25,25,No,Yes,NA,NA,22.555200000000003
Maeda,11,3,1961,Pygmy,76,Female,No,-48,48,Unknown,49,49,No,Yes,NA,NA,23.1648
Maeda,11,3,1961,Pygmy,74,Male,No,-48,48,Unknown,50,50,No,Yes,NA,NA,22.555200000000003
Maeda,12,3,1961,Pygmy,70,Male,No,-49,49,Unknown,31,31,No,Yes,NA,NA,21.336000000000002
Maeda,12,3,1961,Pygmy,72,Female,No,-49,49,Unknown,29,29,No,Yes,NA,NA,21.945600000000002
Maeda,12,3,1961,Pygmy,75,Female,No,-49,49,Unknown,13,13,No,Yes,NA,NA,22.86
Maeda,12,3,1961,Pygmy,74,Female,No,-49,49,Unknown,17,17,No,Yes,NA,NA,22.555200000000003
Maeda,12,3,1961,Pygmy,75,Male,No,-49,49,Unknown,33,33,No,Yes,NA,NA,22.86
Maeda,12,3,1961,Pygmy,70,Male,No,-49,49,Unknown,51,51,No,Yes,NA,NA,21.336000000000002
Maeda,12,3,1961,Pygmy,71,Male,No,-49,49,Unknown,30,30,No,Yes,NA,NA,21.640800000000002
Maeda,12,3,1961,Pygmy,72,Male,No,-49,49,Unknown,21,21,No,Yes,NA,NA,21.945600000000002
Maeda,13,3,1961,Pygmy,75,Female,No,-49,49,Unknown,34,34,No,Yes,NA,NA,22.86
Maeda,13,3,1961,Pygmy,70,Male,No,-49,49,Unknown,29,29,No,Yes,NA,NA,21.336000000000002
Maeda,13,3,1961,Pygmy,74,Female,No,-49,49,Unknown,27,27,No,Yes,NA,NA,22.555200000000003
Maeda,13,3,1961,Pygmy,74,Male,No,-49,49,Unknown,58,58,No,Yes,NA,NA,22.555200000000003
Maeda,13,3,1961,Pygmy,70,Male,No,-49,49,Unknown,10,10,No,Yes,NA,NA,21.336000000000002
Maeda,13,3,1961,Pygmy,71,Male,No,-49,49,Unknown,51,51,No,Yes,NA,NA,21.640800000000002
Maeda,13,3,1961,Pygmy,71,Male,No,-49,49,Unknown,25,25,No,Yes,NA,NA,21.640800000000002
Maeda,13,3,1961,Pygmy,72,Female,No,-49,49,Unknown,28,28,No,Yes,NA,NA,21.945600000000002
Maeda,14,3,1961,Pygmy,73,Female,No,-49,49,Unknown,33,33,No,Yes,NA,NA,22.250400000000003
Maeda,4,2,1961,Pygmy,70,Male,No,-48,70,Unknown,46,46,No,Yes,NA,NA,21.336000000000002
Maeda,4,2,1961,Pygmy,73,Female,No,-48,70,Unknown,30,30,No,Yes,NA,NA,22.250400000000003
Maeda,4,2,1961,Pygmy,71,Female,Yes,-48,70,Mature,37,37,No,Yes,NA,NA,21.640800000000002
Maeda,4,2,1961,Pygmy,70,Male,No,-48,70,Unknown,60,60,No,Yes,NA,NA,21.336000000000002
Maeda,4,2,1961,Pygmy,70,Male,No,-48,70,Unknown,38,38,No,Yes,NA,NA,21.336000000000002
Maeda,4,2,1961,Pygmy,74,Male,No,-48,70,Unknown,43,43,No,Yes,NA,NA,22.555200000000003
Maeda,4,2,1961,Pygmy,65,Male,No,-48,70,Mature,9,9,No,Yes,NA,NA,19.812
Maeda,4,2,1961,Pygmy,74,Male,No,-48,70,Unknown,11,11,No,Yes,NA,NA,22.555200000000003
Maeda,4,2,1961,Pygmy,70,Male,No,-48,70,Unknown,57,57,No,Yes,NA,NA,21.336000000000002
Maeda,4,2,1961,Pygmy,73,Female,No,-48,70,Unknown,19,19,No,Yes,NA,NA,22.250400000000003
Maeda,4,2,1961,Pygmy,71,Male,No,-48,70,Unknown,36,36,No,Yes,NA,NA,21.640800000000002
Maeda,4,2,1961,Pygmy,75,Female,Yes,-48,70,Mature,47,47,No,Yes,NA,NA,22.86
Maeda,4,2,1961,Pygmy,72,Male,No,-48,70,Unknown,53,53,No,Yes,NA,NA,21.945600000000002
Maeda,4,2,1961,Pygmy,71,Male,No,-48,70,Unknown,40,40,No,Yes,NA,NA,21.640800000000002
Maeda,4,2,1961,Pygmy,70,Male,No,-48,70,Unknown,11,11,No,Yes,NA,NA,21.336000000000002
Maeda,4,2,1961,Pygmy,77,Male,No,-48,70,Unknown,9,9,No,Yes,NA,NA,23.4696
Maeda,4,2,1961,Pygmy,71,Male,No,-48,70,Unknown,27,27,No,Yes,NA,NA,21.640800000000002
Maeda,4,2,1961,Pygmy,74,Male,No,-48,70,Unknown,23,23,No,Yes,NA,NA,22.555200000000003
Maeda,5,2,1961,Pygmy,74,Male,No,-47,69,Unknown,39,39,No,Yes,NA,NA,22.555200000000003
Maeda,5,2,1961,Pygmy,71,Male,No,-47,69,Unknown,33,33,No,Yes,NA,NA,21.640800000000002
Maeda,5,2,1961,Pygmy,71,Male,No,-47,69,Unknown,13,13,No,Yes,NA,NA,21.640800000000002
Maeda,5,2,1961,Pygmy,73,Male,No,-47,69,Unknown,42,42,No,Yes,NA,NA,22.250400000000003
Maeda,5,2,1961,Pygmy,73,Male,No,-47,69,Unknown,19,19,No,Yes,NA,NA,22.250400000000003
Maeda,5,2,1961,Pygmy,72,Male,No,-47,69,Unknown,6,6,No,Yes,NA,NA,21.945600000000002
Maeda,5,2,1961,Pygmy,75,Male,No,-47,69,Unknown,24,24,No,Yes,NA,NA,22.86
Maeda,5,2,1961,Pygmy,71,Male,No,-47,69,Unknown,30,30,No,Yes,NA,NA,21.640800000000002
Maeda,5,2,1961,Pygmy,73,Female,No,-47,69,Unknown,33,33,No,Yes,NA,NA,22.250400000000003
Maeda,5,2,1961,Pygmy,73,Male,No,-47,69,Unknown,22,22,No,Yes,NA,NA,22.250400000000003
Maeda,5,2,1961,Pygmy,71,Male,No,-47,69,Unknown,40,40,No,Yes,NA,NA,21.640800000000002
Maeda,5,2,1961,Pygmy,77,Female,Yes,-47,69,Mature,25,25,No,Yes,NA,NA,23.4696
Maeda,5,2,1961,Pygmy,72,Male,No,-47,69,Unknown,19,19,No,Yes,NA,NA,21.945600000000002
Maeda,5,2,1961,Pygmy,70,Male,No,-47,69,Unknown,28,28,No,Yes,NA,NA,21.336000000000002
Maeda,5,2,1961,Pygmy,70,Male,No,-47,69,Unknown,12,12,No,Yes,NA,NA,21.336000000000002
Maeda,5,2,1961,Pygmy,71,Female,Yes,-47,69,Mature,49,49,No,Yes,NA,NA,21.640800000000002
Maeda,5,2,1961,Pygmy,72,Male,No,-47,69,Unknown,40,40,No,Yes,NA,NA,21.945600000000002
Maeda,6,2,1961,Pygmy,72,Female,Yes,-48,70,Mature,31,31,No,Yes,NA,NA,21.945600000000002
Maeda,6,2,1961,Pygmy,75,Male,No,-48,70,Unknown,24,24,No,Yes,NA,NA,22.86
Maeda,6,2,1961,Pygmy,73,Male,No,-48,70,Unknown,40,40,No,Yes,NA,NA,22.250400000000003
Maeda,6,2,1961,Pygmy,72,Male,No,-48,70,Unknown,21,21,No,Yes,NA,NA,21.945600000000002
Maeda,7,2,1961,Pygmy,74,Female,Yes,-49,71,Mature,18,18,No,Yes,NA,NA,22.555200000000003
Maeda,7,2,1961,Pygmy,75,Female,No,-49,71,Unknown,19,19,No,Yes,NA,NA,22.86
Maeda,7,2,1961,Pygmy,70,Female,Yes,-49,71,Mature,22,22,No,Yes,NA,NA,21.336000000000002
Maeda,7,2,1961,Pygmy,71,Female,Yes,-49,71,Mature,64,64,No,Yes,NA,NA,21.640800000000002
Maeda,7,2,1961,Pygmy,72,Female,No,-49,71,Unknown,13,13,No,Yes,NA,NA,21.945600000000002
Maeda,7,2,1961,Pygmy,64,Male,No,-49,71,Mature,16,16,No,Yes,NA,NA,19.5072
Maeda,7,2,1961,Pygmy,72,Male,No,-49,71,Unknown,22,22,No,Yes,NA,NA,21.945600000000002
Maeda,7,2,1961,Pygmy,70,Male,No,-49,71,Unknown,15,15,No,Yes,NA,NA,21.336000000000002
Maeda,9,2,1961,Pygmy,71,Male,No,-47,70,Unknown,25,25,No,Yes,NA,NA,21.640800000000002
Maeda,9,2,1961,Pygmy,73,Male,No,-47,70,Unknown,14,14,No,Yes,NA,NA,22.250400000000003
Maeda,9,2,1961,Pygmy,71,Male,No,-47,70,Unknown,28,28,No,Yes,NA,NA,21.640800000000002
Maeda,9,2,1961,Pygmy,74,Male,No,-47,70,Unknown,17,17,No,Yes,NA,NA,22.555200000000003
Maeda,10,2,1961,Pygmy,72,Male,No,-48,70,Unknown,27,27,No,Yes,NA,NA,21.945600000000002
Maeda,10,2,1961,Pygmy,73,Female,Yes,-48,70,Mature,30,30,No,Yes,NA,NA,22.250400000000003
Maeda,10,2,1961,Pygmy,71,Female,No,-48,70,Unknown,14,14,No,Yes,NA,NA,21.640800000000002
Maeda,10,2,1961,Pygmy,72,Female,No,-48,70,Unknown,19,19,No,Yes,NA,NA,21.945600000000002
Maeda,11,2,1961,Pygmy,75,Female,Yes,-49,71,Mature,21,21,No,Yes,NA,NA,22.86
Maeda,11,2,1961,Pygmy,72,Female,No,-49,71,Unknown,29,29,No,Yes,NA,NA,21.945600000000002
Maeda,12,2,1961,Pygmy,73,Male,No,-48,70,Unknown,49,49,No,Yes,NA,NA,22.250400000000003
Maeda,13,2,1961,Pygmy,73,Male,No,-47,70,Unknown,51,51,No,Yes,NA,NA,22.250400000000003
Maeda,1,2,1961,Pygmy,72,Male,No,-47,39,Unknown,45,45,No,Yes,NA,NA,21.945600000000002
Maeda,2,2,1961,Pygmy,68,Male,No,-48,42,Unknown,47,47,No,Yes,NA,NA,20.7264
Maeda,2,2,1961,Pygmy,72,Female,No,-48,42,Unknown,29,29,No,Yes,NA,NA,21.945600000000002
Maeda,2,2,1961,Pygmy,71,Female,No,-48,42,Unknown,45,45,No,Yes,NA,NA,21.640800000000002
Maeda,2,2,1961,Pygmy,70,Male,No,-48,42,Unknown,54,54,No,Yes,NA,NA,21.336000000000002
Maeda,2,2,1961,Pygmy,70,Male,No,-48,42,Unknown,32,32,No,Yes,NA,NA,21.336000000000002
Maeda,2,2,1961,Pygmy,71,Male,No,-48,42,Unknown,25,25,No,Yes,NA,NA,21.640800000000002
Maeda,2,2,1961,Pygmy,70,Male,No,-48,42,Unknown,33,33,No,Yes,NA,NA,21.336000000000002
Maeda,2,2,1961,Pygmy,71,Male,No,-48,42,Unknown,61,61,No,Yes,NA,NA,21.640800000000002
Maeda,2,2,1961,Pygmy,74,Female,Yes,-48,42,Mature,19,19,No,Yes,NA,NA,22.555200000000003
Maeda,3,2,1961,Pygmy,72,Female,Yes,-48,43,Mature,26,26,No,Yes,NA,NA,21.945600000000002
Maeda,3,2,1961,Pygmy,71,Female,No,-48,43,Unknown,41,41,No,Yes,NA,NA,21.640800000000002
Maeda,3,2,1961,Pygmy,74,Male,No,-48,43,Unknown,52,52,No,Yes,NA,NA,22.555200000000003
Maeda,3,2,1961,Pygmy,75,Female,Yes,-48,43,Mature,20,20,No,Yes,NA,NA,22.86
Maeda,4,2,1961,Pygmy,76,Female,No,-48,44,Unknown,17,17,No,Yes,NA,NA,23.1648
Maeda,4,2,1961,Pygmy,71,Male,No,-48,44,Unknown,15,15,No,Yes,NA,NA,21.640800000000002
Maeda,4,2,1961,Pygmy,70,Male,No,-48,44,Unknown,23,23,No,Yes,NA,NA,21.336000000000002
Maeda,4,2,1961,Pygmy,76,Female,Yes,-48,44,Mature,33,33,No,Yes,NA,NA,23.1648
Maeda,4,2,1961,Pygmy,71,Male,No,-48,44,Unknown,32,32,No,Yes,NA,NA,21.640800000000002
Maeda,4,2,1961,Pygmy,70,Male,No,-48,44,Unknown,42,42,No,Yes,NA,NA,21.336000000000002
Maeda,4,2,1961,Pygmy,79,Female,No,-48,44,Unknown,15,15,No,Yes,NA,NA,24.0792
Maeda,4,2,1961,Pygmy,74,Female,No,-48,44,Unknown,40,40,No,Yes,NA,NA,22.555200000000003
Maeda,4,2,1961,Pygmy,72,Male,No,-48,44,Unknown,61,61,No,Yes,NA,NA,21.945600000000002
Maeda,4,2,1961,Pygmy,72,Male,No,-48,44,Unknown,56,56,No,Yes,NA,NA,21.945600000000002
Maeda,5,2,1961,Pygmy,71,Male,No,-48,46,Unknown,29,29,No,Yes,NA,NA,21.640800000000002
Maeda,5,2,1961,Pygmy,70,Male,No,-48,46,Unknown,19,19,No,Yes,NA,NA,21.336000000000002
Maeda,5,2,1961,Pygmy,72,Male,No,-48,46,Unknown,19,19,No,Yes,NA,NA,21.945600000000002
Maeda,5,2,1961,Pygmy,71,Male,No,-48,46,Unknown,21,21,No,Yes,NA,NA,21.640800000000002
Maeda,5,2,1961,Pygmy,70,Male,No,-48,46,Unknown,17,17,No,Yes,NA,NA,21.336000000000002
Maeda,5,2,1961,Pygmy,72,Female,Yes,-48,46,Mature,33,33,No,Yes,NA,NA,21.945600000000002
Maeda,5,2,1961,Pygmy,71,Female,No,-48,46,Unknown,17,17,No,Yes,NA,NA,21.640800000000002
Maeda,5,2,1961,Pygmy,70,Female,Yes,-48,46,Mature,9,9,No,Yes,NA,NA,21.336000000000002
Maeda,5,2,1961,Pygmy,76,Male,No,-48,46,Unknown,50,50,No,Yes,NA,NA,23.1648
Maeda,5,2,1961,Pygmy,71,Female,No,-48,46,Unknown,27,27,No,Yes,NA,NA,21.640800000000002
Maeda,5,2,1961,Pygmy,75,Female,Yes,-48,46,Mature,32,32,No,Yes,NA,NA,22.86
Maeda,5,2,1961,Pygmy,70,Male,No,-48,46,Unknown,35,35,No,Yes,NA,NA,21.336000000000002
Maeda,6,2,1961,Pygmy,70,Male,No,-48,47,Unknown,32,32,No,Yes,NA,NA,21.336000000000002
Maeda,6,2,1961,Pygmy,75,Female,Yes,-48,47,Mature,51,51,No,Yes,NA,NA,22.86
Maeda,6,2,1961,Pygmy,74,Female,No,-48,47,Unknown,17,17,No,Yes,NA,NA,22.555200000000003
Maeda,7,2,1961,Pygmy,73,Male,No,-48,47,Unknown,21,21,No,Yes,NA,NA,22.250400000000003
Maeda,7,2,1961,Pygmy,71,Male,No,-48,47,Unknown,15,15,No,Yes,NA,NA,21.640800000000002
Maeda,7,2,1961,Pygmy,74,Male,No,-48,47,Unknown,24,24,No,Yes,NA,NA,22.555200000000003
Maeda,7,2,1961,Pygmy,71,Male,No,-48,47,Unknown,26,26,No,Yes,NA,NA,21.640800000000002
Maeda,7,2,1961,Pygmy,70,Male,No,-48,47,Unknown,14,14,No,Yes,NA,NA,21.336000000000002
Maeda,8,2,1961,Pygmy,75,Female,No,-49,47,Unknown,18,18,No,Yes,NA,NA,22.86
Maeda,8,2,1961,Pygmy,72,Male,No,-49,47,Unknown,61,61,No,Yes,NA,NA,21.945600000000002
Maeda,8,2,1961,Pygmy,71,Female,No,-49,47,Unknown,19,19,No,Yes,NA,NA,21.640800000000002
Maeda,8,2,1961,Pygmy,73,Female,Yes,-49,47,Mature,29,29,No,Yes,NA,NA,22.250400000000003
Maeda,8,2,1961,Pygmy,71,Male,No,-49,47,Unknown,32,32,No,Yes,NA,NA,21.640800000000002
Maeda,9,2,1961,Pygmy,73,Male,No,-49,46,Unknown,59,59,No,Yes,NA,NA,22.250400000000003
Maeda,9,2,1961,Pygmy,72,Male,No,-49,46,Unknown,63,63,No,Yes,NA,NA,21.945600000000002
Maeda,9,2,1961,Pygmy,71,Male,No,-49,46,Unknown,22,22,No,Yes,NA,NA,21.640800000000002
Maeda,9,2,1961,Pygmy,71,Female,Yes,-49,46,Mature,18,18,No,Yes,NA,NA,21.640800000000002
Maeda,9,2,1961,Pygmy,68,Female,No,-49,46,Unknown,9,9,No,Yes,NA,NA,20.7264
Maeda,9,2,1961,Pygmy,71,Female,No,-49,46,Unknown,21,21,No,Yes,NA,NA,21.640800000000002
Maeda,9,2,1961,Pygmy,70,Male,No,-49,46,Unknown,28,28,No,Yes,NA,NA,21.336000000000002
Maeda,9,2,1961,Pygmy,71,Female,No,-49,46,Unknown,28,28,No,Yes,NA,NA,21.640800000000002
Maeda,9,2,1961,Pygmy,75,Female,No,-49,46,Unknown,11,11,No,Yes,NA,NA,22.86
Maeda,9,2,1961,Pygmy,71,Male,No,-49,46,Unknown,28,28,No,Yes,NA,NA,21.640800000000002
Maeda,9,2,1961,Pygmy,73,Male,No,-49,46,Unknown,37,37,No,Yes,NA,NA,22.250400000000003
Maeda,9,2,1961,Pygmy,76,Female,Yes,-49,46,Mature,49,49,No,Yes,NA,NA,23.1648
Maeda,10,2,1961,Pygmy,70,Male,No,-48,45,Unknown,25,25,No,Yes,NA,NA,21.336000000000002
Maeda,10,2,1961,Pygmy,70,Male,No,-48,45,Unknown,15,15,No,Yes,NA,NA,21.336000000000002
Maeda,10,2,1961,Pygmy,70,Male,No,-48,45,Unknown,83,83,No,Yes,NA,NA,21.336000000000002
Maeda,10,2,1961,Pygmy,70,Female,No,-48,45,Unknown,8,8,No,Yes,NA,NA,21.336000000000002
Maeda,10,2,1961,Pygmy,70,Female,No,-48,45,Unknown,13,13,No,Yes,NA,NA,21.336000000000002
Maeda,10,2,1961,Pygmy,70,Male,No,-48,45,Unknown,11,11,No,Yes,NA,NA,21.336000000000002
Maeda,10,2,1961,Pygmy,70,Male,No,-48,45,Unknown,15,15,No,Yes,NA,NA,21.336000000000002
Maeda,10,2,1961,Pygmy,70,Female,No,-48,45,Unknown,25,25,No,Yes,NA,NA,21.336000000000002
Maeda,10,2,1961,Pygmy,70,Female,Yes,-48,45,Mature,21,21,No,Yes,NA,NA,21.336000000000002
Maeda,10,2,1961,Pygmy,71,Male,No,-48,45,Unknown,13,13,No,Yes,NA,NA,21.640800000000002
Maeda,10,2,1961,Pygmy,74,Female,No,-48,45,Unknown,28,28,No,Yes,NA,NA,22.555200000000003
Maeda,10,2,1961,Pygmy,71,Female,Yes,-48,45,Mature,42,42,No,Yes,NA,NA,21.640800000000002
Maeda,10,2,1961,Pygmy,76,Female,Yes,-48,45,Mature,23,23,No,Yes,NA,NA,23.1648
Maeda,10,2,1961,Pygmy,73,Female,No,-48,45,Unknown,36,36,No,Yes,NA,NA,22.250400000000003
Maeda,10,2,1961,Pygmy,70,Female,Yes,-48,45,Mature,14,14,No,Yes,NA,NA,21.336000000000002
Maeda,11,2,1961,Pygmy,73,Male,No,-48,46,Unknown,48,48,No,Yes,NA,NA,22.250400000000003
Maeda,11,2,1961,Pygmy,73,Female,Yes,-48,46,Mature,17,17,No,Yes,NA,NA,22.250400000000003
Maeda,11,2,1961,Pygmy,72,Female,No,-48,46,Unknown,34,34,No,Yes,NA,NA,21.945600000000002
Maeda,11,2,1961,Pygmy,71,Male,No,-48,46,Unknown,40,40,No,Yes,NA,NA,21.640800000000002
Maeda,11,2,1961,Pygmy,70,Male,No,-48,46,Unknown,42,42,No,Yes,NA,NA,21.336000000000002
Maeda,11,2,1961,Pygmy,74,Female,No,-48,46,Unknown,27,27,No,Yes,NA,NA,22.555200000000003
Maeda,11,2,1961,Pygmy,70,Male,No,-48,46,Unknown,38,38,No,Yes,NA,NA,21.336000000000002
Maeda,11,2,1961,Pygmy,70,Male,No,-48,46,Unknown,13,13,No,Yes,NA,NA,21.336000000000002
Maeda,12,2,1961,Pygmy,74,Female,Yes,-48,46,Mature,38,38,No,Yes,NA,NA,22.555200000000003
Maeda,12,2,1961,Pygmy,70,Male,No,-48,46,Unknown,45,45,No,Yes,NA,NA,21.336000000000002
Maeda,12,2,1961,Pygmy,70,Male,No,-48,46,Unknown,52,52,No,Yes,NA,NA,21.336000000000002
Maeda,12,2,1961,Pygmy,70,Male,No,-48,46,Unknown,51,51,No,Yes,NA,NA,21.336000000000002
Maeda,12,2,1961,Pygmy,69,Male,No,-48,46,Unknown,5,5,No,Yes,NA,NA,21.031200000000002
Maeda,12,2,1961,Pygmy,69,Male,No,-48,46,Unknown,36,36,No,Yes,NA,NA,21.031200000000002
Maeda,12,2,1961,Pygmy,70,Male,No,-48,46,Unknown,34,34,No,Yes,NA,NA,21.336000000000002
Maeda,12,2,1961,Pygmy,72,Male,No,-48,46,Unknown,43,43,No,Yes,NA,NA,21.945600000000002
Maeda,12,2,1961,Pygmy,71,Female,No,-48,46,Unknown,15,15,No,Yes,NA,NA,21.640800000000002
Maeda,12,2,1961,Pygmy,70,Male,No,-48,46,Unknown,23,23,No,Yes,NA,NA,21.336000000000002
Maeda,12,2,1961,Pygmy,73,Female,No,-48,46,Unknown,18,18,No,Yes,NA,NA,22.250400000000003
Maeda,12,2,1961,Pygmy,70,Male,No,-48,46,Unknown,33,33,No,Yes,NA,NA,21.336000000000002
Maeda,12,2,1961,Pygmy,72,Male,No,-48,46,Unknown,73,73,No,Yes,NA,NA,21.945600000000002
Maeda,12,2,1961,Pygmy,71,Male,No,-48,46,Unknown,29,29,No,Yes,NA,NA,21.640800000000002
Maeda,12,2,1961,Pygmy,70,Male,No,-48,46,Unknown,44,44,No,Yes,NA,NA,21.336000000000002
Maeda,12,2,1961,Pygmy,70,Male,No,-48,46,Unknown,37,37,No,Yes,NA,NA,21.336000000000002
Maeda,13,2,1961,Pygmy,73,Female,Yes,-47,48,Mature,28,28,No,Yes,NA,NA,22.250400000000003
Maeda,14,2,1961,Pygmy,71,Female,No,-47,53,Unknown,17,17,No,Yes,NA,NA,21.640800000000002
Maeda,14,2,1961,Pygmy,71,Male,No,-47,53,Unknown,41,41,No,Yes,NA,NA,21.640800000000002
Maeda,14,2,1961,Pygmy,70,Female,Yes,-47,53,Mature,43,43,No,Yes,NA,NA,21.336000000000002
Maeda,14,2,1961,Pygmy,70,Male,No,-47,53,Unknown,36,36,No,Yes,NA,NA,21.336000000000002
Maeda,14,2,1961,Pygmy,72,Female,Yes,-47,53,Mature,32,32,No,Yes,NA,NA,21.945600000000002
Maeda,14,2,1961,Pygmy,71,Female,Yes,-47,53,Mature,13,13,No,Yes,NA,NA,21.640800000000002
Maeda,14,2,1961,Pygmy,70,Male,No,-47,53,Unknown,20,20,No,Yes,NA,NA,21.336000000000002
Maeda,14,2,1961,Pygmy,70,Male,No,-47,53,Unknown,34,34,No,Yes,NA,NA,21.336000000000002
Maeda,14,2,1961,Pygmy,70,Male,No,-47,53,Unknown,29,29,No,Yes,NA,NA,21.336000000000002
Maeda,14,2,1961,Pygmy,70,Female,Yes,-47,53,Mature,27,27,No,Yes,NA,NA,21.336000000000002
Maeda,14,2,1961,Pygmy,70,Male,No,-47,53,Unknown,34,34,No,Yes,NA,NA,21.336000000000002
Maeda,14,2,1961,Pygmy,73,Female,No,-47,53,Unknown,32,32,No,Yes,NA,NA,22.250400000000003
Maeda,15,2,1961,Pygmy,71,Male,No,-48,54,Unknown,62,62,No,Yes,NA,NA,21.640800000000002
Maeda,15,2,1961,Pygmy,73,Female,Yes,-48,54,Mature,12,12,No,Yes,NA,NA,22.250400000000003
Maeda,15,2,1961,Pygmy,74,Female,No,-48,54,Unknown,54,54,No,Yes,NA,NA,22.555200000000003
Maeda,17,2,1961,Pygmy,72,Male,No,-47,48,Unknown,40,40,No,Yes,NA,NA,21.945600000000002
Maeda,17,2,1961,Pygmy,70,Male,No,-47,48,Unknown,18,18,No,Yes,NA,NA,21.336000000000002
Maeda,17,2,1961,Pygmy,70,Male,No,-47,48,Unknown,21,21,No,Yes,NA,NA,21.336000000000002
Maeda,18,2,1961,Pygmy,72,Female,No,-48,46,Unknown,31,31,No,Yes,NA,NA,21.945600000000002
Maeda,20,2,1961,Pygmy,74,Female,Yes,-47,39,Mature,43,43,No,Yes,NA,NA,22.555200000000003
Maeda,20,2,1961,Pygmy,73,Female,No,-47,39,Unknown,52,52,No,Yes,NA,NA,22.250400000000003
Maeda,20,2,1961,Pygmy,71,Male,No,-47,39,Unknown,20,20,No,Yes,NA,NA,21.640800000000002
Maeda,20,2,1961,Pygmy,73,Female,Yes,-47,39,Mature,43,43,No,Yes,NA,NA,22.250400000000003
Maeda,20,2,1961,Pygmy,71,Male,No,-47,39,Unknown,34,34,No,Yes,NA,NA,21.640800000000002
Maeda,20,2,1961,Pygmy,71,Female,No,-47,39,Unknown,18,18,No,Yes,NA,NA,21.640800000000002
Maeda,20,2,1961,Pygmy,70,Male,No,-47,39,Unknown,47,47,No,Yes,NA,NA,21.336000000000002
Maeda,21,2,1961,Pygmy,70,Female,Yes,-47,39,Mature,28,28,No,Yes,NA,NA,21.336000000000002
Maeda,21,2,1961,Pygmy,70,Male,No,-47,39,Unknown,29,29,No,Yes,NA,NA,21.336000000000002
Maeda,21,2,1961,Pygmy,71,Male,No,-47,39,Unknown,16,16,No,Yes,NA,NA,21.640800000000002
Maeda,21,2,1961,Pygmy,71,Male,No,-47,39,Unknown,45,45,No,Yes,NA,NA,21.640800000000002
Maeda,21,2,1961,Pygmy,70,Male,No,-47,39,Unknown,37,37,No,Yes,NA,NA,21.336000000000002
Maeda,21,2,1961,Pygmy,73,Female,Yes,-47,39,Mature,44,44,No,Yes,NA,NA,22.250400000000003
